title,scored_by,popularity,members,premiered,genre
Toaru Majutsu no Index,199591,115,407837,Fall 2008,"Action, Magic, Sci-Fi, Super Power"
Cossette no Shouzou,21139,1568,48107,Spring 2011,"Drama, Horror, Magic, Psychological, Romance, Supernatural"
Tamayura: Hitotose,8852,2086,30724,Fall 2011,"Slice of Life, Comedy, Drama"
Kashimashi: Girl Meets Girl OVA,7154,3406,11994,,"Comedy, Drama, Romance, School, Shoujo Ai, Slice of Life"
Sore Ike! Anpanman: Franken-Robo-kun&#039;s Surprised Christmas,19,12324,131,,"Comedy, Fantasy, Kids, Super Power"
Calligraffiti,129,10469,301,,Music
"Soushin Shoujo Matoi: Yuma-chin, Matomemashita - Nanimo Kitenakute... Natsu",741,6840,2016,,"Magic, Supernatural"
Tondemo Senshi Muteking,104,10244,337,Fall 1980,"Action, Comedy, Kids, Magic, Mecha, Sci-Fi, Shounen, Super Power"
Star Beat!: Hoshi no Kodou,414,8393,944,Spring 2011,Music
Kakutou Bijin Wulong: Rebirth,539,6529,2330,Spring 2006,"Action, Comedy, Martial Arts, School, Shounen"
To Heart,7189,2748,18804,Spring 1999,"Drama, Harem, Romance, School, Slice of Life"
Fatal Fury: Legend of the Hungry Wolf,3700,4441,6317,,"Action, Adventure, Drama, Martial Arts, Romance, Shounen"
Joshikousei Nobunaga-chan!!,38,9042,661,,"Comedy, Ecchi, School"
Shin Calimero,602,7786,1274,Fall 1992,Comedy
Rebiya,103,10059,372,,Hentai
Doraemon Movie 21: Nobita no Taiyou Ou Densetsu,1694,6145,2773,,"Adventure, Comedy, Fantasy, Historical, Kids, Shounen"
Elf Hime Nina,1301,5586,3544,,"Fantasy, Hentai, Supernatural"
Full Moon Party,767,7855,1238,,Music
Ginga Eiyuu Densetsu,29036,671,124993,,"Military, Sci-Fi, Space, Drama"
Hunter x Hunter,115140,310,229341,Fall 1999,"Action, Adventure, Shounen, Super Power"
Tokimeki Restaurant☆☆☆  MIRACLE6 Movie,10,8054,1125,,"Music, Romance"
Norabbits&#039; Minutes,34,12038,144,,"Comedy, Fantasy, Kids"
Sougou Medical Koushiki,21,13747,64,,Drama
Isshuukan Friends.: Tomodachi to no Omoide,1239,5152,4373,,"Comedy, School, Slice of Life"
"Ikoku Meiro no Croisée The Animation: Ongakkai ""Récital""",3635,4334,6683,,"Slice of Life, Historical, Seinen"
Gibo no Toiki: Haitoku Kokoro ni Tadayou Haha no Iroka,1798,5078,4516,,Hentai
Sei Michaela Gakuen Hyouryuuki,149,9084,647,,Hentai
Bikkuriman: Daiichiji Seima Taisen,23,11955,148,,"Action, Adventure, Kids"
Sakura Tsuushin,3802,3841,9025,,"Comedy, Drama, Romance, Slice of Life"
Tokio Kidou Police,603,7495,1471,,"Comedy, Hentai, Parody, Romance"
Chokotto Kamen feat. Inoue Kikuko,25,13963,50,,Music
47 Todoufuken R,30,11370,190,Winter 2014,"Comedy, Kids"
Kuro no Kyoushitsu,1282,5308,4005,,Hentai
e,215,6765,2090,,"Ecchi, Fantasy"
Drifters (OVA),4286,1752,40794,,"Action, Adventure, Comedy, Historical, Samurai, Fantasy, Seinen"
Shin Getter Robo tai Neo Getter Robo,1550,6050,2893,,"Action, Mecha, Sci-Fi, Shounen"
Karin,66135,674,124687,Fall 2005,"Comedy, Romance, Vampire, School, Shounen"
Babyshiba,122,10536,287,,Comedy
Seitokai Yakuindomo*,69358,610,136499,Winter 2014,"Slice of Life, Comedy, School, Shounen"
Mahou no Tenshi Creamy Mami: Long Goodbye,173,9116,636,,"Comedy, Fantasy, Magic, Romance, Shoujo"
Tokyo Loop,247,8234,1022,,"Comedy, Dementia"
Coo: Tooi Umi kara Kita Coo,412,8032,1139,,"Adventure, Slice of Life, Mystery, Drama"
Gunparade Orchestra,823,5767,3286,Fall 2005,"Drama, Mecha, Military, Romance, Sci-Fi, Slice of Life"
Nekketsu Saikyou Go-Saurer,108,9260,578,Spring 1993,"Action, Sci-Fi, Mecha"
Ebiten: Kouritsu Ebisugawa Koukou Tenmonbu,6455,2720,19293,,"Comedy, Ecchi, Parody, School, Shounen"
Lose It,13,14182,36,,Music
Wagaya no Oinari-sama. Specials,750,6388,2498,,"Adventure, Comedy, Fantasy, Shounen, Supernatural"
Sore Ike! Anpanman: Minna de Teasobi - Anpanman to Itazura Obake,21,12131,141,,"Comedy, Fantasy, Kids"
Top wo Nerae 2! Kagaku Kouza,229,8247,1017,,Sci-Fi
Hotaru no Haka,146968,284,245639,,"Drama, Historical"
Dame Oyaji,19,11696,165,Winter 1974,"Slice of Life, Comedy"
Milky Passion: Dougenzaka - Ai no Shiro,54,10368,319,,"Romance, Josei"
Robot Carnival,3878,3714,9768,,"Fantasy, Sci-Fi"
Wei Qi Shao Nian,51,10419,309,,"Game, Historical"
Reunion,2210,4573,5896,,"Harem, Hentai"
Nami,2720,5373,3888,,Dementia
Hennako-chan,31,11720,163,,Comedy
Fuku-chan no Zousan Butai,8,12518,122,,"Comedy, Historical"
Hyouka,241642,73,530071,Spring 2012,"Mystery, School, Slice of Life"
One Pound Gospel,1041,6601,2256,,"Sports, Comedy, Romance, Seinen"
Redial,1378,6666,2184,,Music
Chiisana Teien,60,10874,239,,"Adventure, Fantasy"
Toshi Keikaku,22,14105,41,,Music
Saint Seiya: Meiou Hades Juuni Kyuu-hen,19727,2075,31021,,"Sci-Fi, Adventure, Shounen"
Ore ga Suki nano wa Imouto dakedo Imouto ja Nai,0,7231,1683,Fall 2018,"Comedy, Romance"
Injuu Seisen XX,150,9098,642,,"Action, Hentai, Supernatural"
Osu,1470,6533,2328,,Slice of Life
Captain Tsubasa: Sekai Daikessen!! Jr. World Cup,1461,5960,2996,,"Action, Shounen, Sports"
Puzzle & Dragon,13,9768,438,Spring 2018,"Game, Kids"
Harisu no Kaze,16,11405,186,Spring 1966,"Comedy, School"
Monogatari Series: Second Season,161651,207,303614,Summer 2013,"Mystery, Comedy, Supernatural, Romance, Vampire"
Xi Yang Yang Yu Hui Tai Lang: Zhi Niu Qi Chong Tian,56,11067,216,,"Adventure, Comedy, Kids"
Masuda Kousuke Gekijou Gag Manga Biyori,2427,4372,6507,Winter 2005,"Comedy, Parody"
Chou Supercar Gattiger,71,10505,294,Fall 1977,"Action, Cars, Sci-Fi"
Naniwa Yuukyouden,27,11755,160,,"Action, Comedy"
"Misenai Namida wa, Kitto Itsuka",196,10227,342,,"Fantasy, Music"
Kotowaza House,41,11555,175,Spring 1987,"Comedy, Slice of Life"
Shichisei no Subaru,0,4600,5791,Summer 2018,"Action, Fantasy, Game, Sci-Fi"
Yong Zhe Da Mao Xian,16,10520,292,,"Adventure, Fantasy"
Super Mario Brothers: Peach-hime Kyuushutsu Daisakusen!,1433,6204,2713,,"Adventure, Comedy, Shounen"
Cream Lemon: Lemon Angel,282,7319,1608,Fall 1987,Ecchi
Dokkaebi Gamtu,16,12485,123,,"Action, Adventure, Demons, Fantasy, Shounen"
Litchi DE Hikari Club,3811,3914,8567,Fall 2012,"Comedy, Drama, Horror, Psychological, Romance"
Queen&#039;s Blade OVA,3907,3555,10862,,"Action, Adventure, Ecchi, Fantasy"
Haha Sange,1150,5895,3086,,Hentai
Chikara to Onna no Yo no Naka,35,10798,247,,Historical
Menkui!,2724,4261,7022,,Hentai
Aware! Meisaku-kun: Short Douga,16,13725,65,,"Comedy, Parody"
Boku dake no Hentai Kanojo Motto♥ The Animation,715,6860,1998,,Hentai
Momotarou: Umi no Shinpei,466,8131,1077,,"Action, Military"
Mahou Sensei Negima! Tokubetsu Eizou,107,8386,944,,Music
Oidon to,4,13801,61,Winter 2016,"Sports, Kids"
Hamatora The Animation: Saishuukai Chokuzen! Mao ga Okuru,1350,4633,5684,,"Mystery, Comedy, Super Power"
Zetsuen no Tempest,160453,157,344760,Fall 2012,"Action, Mystery, Psychological, Drama, Magic, Fantasy, Shounen"
Arashi no Yoru ni: Himitsu no Tomodachi,441,7004,1879,Spring 2012,"Adventure, Drama"
Outsider:Requiem,71,11919,154,,Music
Chokkyuu Hyoudai Robot Anime: Straight Title,445,7253,1662,Winter 2013,"Comedy, Mecha"
TV-ban Pokemon Special Masara Town-hen Recaps,348,8095,1107,,"Action, Adventure, Comedy, Kids, Fantasy"
Aishiteruze Baby★★,39320,1121,73952,Spring 2004,"Comedy, Drama, Romance, Shoujo"
Pucca (2006),3346,4479,6166,Fall 2006,"Comedy, Parody, Romance"
Mahoutsukai ni Taisetsu na Koto,5302,2810,17978,Winter 2003,"Slice of Life, Drama, Magic, Shounen"
Yasamura Yasashi no Yasashii Sekai,24,9535,500,Fall 2016,Comedy
Kannazuki no Miko,22091,1534,49953,Fall 2004,"Supernatural, Drama, Magic, Romance, Mecha, Shounen, Shoujo Ai"
Chuuko Video-ya no Onna Tenin X,57,11224,201,,"Comedy, Shounen"
Kingyo Chuuihou!,184,7805,1260,Winter 1991,"Comedy, Kids, Shoujo"
Go Go Smile Anime,28,13324,85,,"Comedy, Music"
Megachu!,1900,4857,5037,,"Hentai, Supernatural"
Fantastic Children Special,394,7946,1185,,Slice of Life
Piyoko ni Omakase pyo!,617,7199,1707,,"Comedy, Sci-Fi, Shounen"
Taiyou to Tsuki no Kodomo-tachi (2018),13,14289,30,,Music
Blood Lad: Kanketsu Kinen,2161,3610,10430,,"Music, Shounen, Vampire"
Captain Herlock,21394,1921,35357,,"Action, Sci-Fi, Space, Drama"
Amada Anime Series: Super Mario Brothers,853,6955,1923,,"Adventure, Comedy, Shounen"
Hakoiri Shoujo: Virgin Territory,1366,5354,3921,,Hentai
Odoroki Ban,110,10926,231,,Dementia
Nogizaka Haruka no Himitsu,50120,907,95014,Summer 2008,"Comedy, Romance"
Denpa Kyoushi (TV),36131,933,91675,Spring 2015,"Comedy, Romance, School, Shounen"
Muteki We Are One!!,120,10961,229,,Music
Hoero! Bun Bun (Movie),38,11829,157,,Kids
Mobile Suit Gundam Unicorn: Episode EX - 100 Years of Solitude,1000,6152,2771,,"Drama, Mecha, Military"
Free!: Take Your Marks,1242,2817,17898,,"Slice of Life, Sports, School"
Stranger: Mukou Hadan,93041,463,173994,Fall 2012,"Action, Adventure, Historical, Samurai"
Mugen no Ryvius,8414,2185,28276,Fall 1999,"Drama, Mecha, Military, Psychological, Sci-Fi, Space"
Cinderella Girls Gekijou: Kayou Cinderella Theater 2nd Season,811,6888,1970,,Comedy
Saru Kani Gassen (1927),61,12585,119,,Drama
Kimezou no Kimarimonku Ja Kimaranee.,16,12998,99,,Comedy
Nodame Cantabile Finale Special,15369,2167,28736,,"Comedy, Josei, Music, Romance"
Kaze no Na wa Amnesia,4633,3635,10317,,"Action, Dementia, Drama, Sci-Fi"
Lemon Angel Project,2201,4419,6380,Winter 2006,"Drama, Music"
Wild 7 Another Bouryaku Unga,110,9611,476,Spring 2002,"Action, Adventure, Police, Shounen"
Inuki Kanako Zekkyou Collection: Gakkou ga Kowai!,200,9029,667,Fall 2012,Horror
Bakuten Shoot Beyblade the Movie: Gekitou!! Takao vs. Daichi,3640,4379,6501,,"Action, Adventure, Comedy, Sci-Fi, Shounen, Sports"
Yu☆Gi☆Oh! (Movie),19320,1984,33198,,"Game, Adventure, Comedy, Fantasy, Shounen"
Bucchigiri,21,10722,256,,Sports
Doraemon: It&#039;s Spring!,209,9027,665,,"Kids, Adventure, Fantasy, Comedy, Shounen"
Kimi no Mana wa Rina Witch,645,6199,2722,,Hentai
The Bathroom,512,8496,889,,"Comedy, Dementia"
Mahou Shoujo Ai,2052,4607,5769,,"Action, Hentai, Horror, Supernatural"
Dragon Egg,4,13198,90,Fall 2017,"Action, Kids, Sci-Fi"
Iron Man,8712,2684,19788,Fall 2010,"Action, Mecha, Drama"
Pro Golfer Saru: Kouga Hikyou! Kage no Ninpou Golfer Sanjou!,10,12971,101,,"Kids, Sports"
Trust,145,10245,340,,Music
Shangri-La,13698,1657,44599,Spring 2009,"Action, Drama, Sci-Fi"
Medaka Box,66465,563,146925,Spring 2012,"Action, Comedy, Ecchi, Martial Arts, School, Shounen, Super Power"
Dr. Slump Movie 06: Arale-chan N-cha! Penguin Mura wa Hare Nochi Hare,212,8875,720,,"Comedy, Sci-Fi, Shounen"
Boku no Marie,1173,6090,2832,,"Comedy, Ecchi, Romance, Sci-Fi, Seinen"
Kouya no Shounen Isamu,91,9706,450,Spring 1973,"Action, Adventure, Shounen"
Ribbon no Kishi,550,6579,2283,Spring 1967,"Action, Mystery, Romance, Fantasy, Shoujo"
Kanojo to Kanojo no Neko: Everything Flows,29145,1339,60617,Winter 2016,"Slice of Life, Psychological, Romance"
Koutetsu Tenshi Kurumi Zero,1748,5207,4232,,"Drama, Romance, Sci-Fi"
Bishoujo Senshi Sailor Moon SuperS Special,6524,3133,14455,,"Magic, Romance, Shoujo"
Paprika,124537,308,230755,,"Sci-Fi, Mystery, Dementia, Horror, Psychological, Thriller, Fantasy"
Uchiage Hanabi,3424,4565,5920,,Music
Hajime no Ippo,116681,313,229504,Fall 2000,"Comedy, Sports, Drama, Shounen"
Zecchou Rocket,895,6511,2356,,Hentai
Dragon Ball Z Movie 06: Gekitotsu!! 100-oku Power no Senshi-tachi,44743,1164,70798,,"Action, Sci-Fi, Adventure, Comedy, Fantasy, Shounen"
Onna Kyoushi Nijuusan-sai,286,8019,1141,,Hentai
Triangle Heart: Sazanami Joshi Ryo,494,6945,1926,,Hentai
Saiko Robot Kombock,1487,6073,2864,Fall 2003,"Mecha, Sci-Fi"
Candy Candy: Haru no Yobigoe,428,7931,1193,,"Slice of Life, Drama, Shoujo"
Mei King,477,7632,1382,,"Adventure, Comedy, Fantasy, Hentai"
Rokuhoudou Yotsuiro Biyori,1335,3732,9688,Spring 2018,"Slice of Life, Seinen"
Zenchuu Maite,56,11861,156,Summer 2013,Dementia
Zone of the Enders: 2167 Idolo,3147,4409,6405,,"Action, Space, Mecha, Romance, Military, Drama, Sci-Fi"
Sore ga Seiyuu!: Petit Uchiage,1295,6252,2652,,"Slice of Life, Comedy"
Kaitou Saint Tail,4246,3534,11012,Fall 1995,"Adventure, Magic, Romance, Shoujo"
Taimanin Yukikaze,1755,4865,5003,,"Demons, Hentai, Supernatural"
Mangirl!: Asobu Henshuu Girl,2668,4968,4762,,"Comedy, Slice of Life"
Tama Pawns,40,10398,313,Summer 2013,"Comedy, Ecchi, Fantasy"
Kitty to Mimmy no Atarashii Kasa,8,13909,53,Summer 2013,Kids
Xiong Chumo Zhi: Qihuan Kongjian,9,14116,39,Summer 2013,"Adventure, Comedy, Kids"
Jiu Se Lu,342,8404,934,Summer 2013,Supernatural
Mutekiou Tri-Zenon,98,9075,649,Fall 2000,"Mecha, Sci-Fi"
Battery,12918,1879,36691,Summer 2016,"Slice of Life, Sports, Drama"
Hoshi Uranai Kirakira,66,12196,138,Summer 2013,"Music, Kids"
Tokiwa Kitareri!!,111,10361,321,Summer 2013,"Action, Magic, Shounen"
Shakugan no Shana,181957,144,363446,Fall 2005,"Action, Drama, Fantasy, Romance, School, Supernatural"
Ninin ga Shinobuden,12301,2301,25914,Summer 2004,"Comedy, Parody, Martial Arts"
Generation of Chaos III: Toki no Fuuin,236,8741,777,,"Action, Adventure, Fantasy, Magic"
Tsuritama: Harikitte Contest,374,7344,1581,,"Comedy, Sci-Fi, Slice of Life, Sports"
Kakugo no Susume,2410,4734,5402,,"Action, Demons, Ecchi, Horror, Mecha, Sci-Fi, Super Power"
Yuu☆Yuu☆Hakusho (Movie),8827,2912,16804,,"Action, Adventure, Comedy, Shounen"
Doraemon Movie 11: Nobita to Animal Planet,1221,6713,2145,,"Adventure, Comedy, Fantasy, Kids, Sci-Fi, Shounen"
Manga Nippon Mukashibanashi (Movie),31,11659,167,,Historical
Chikyuu Monogatari Telepath 2500,34,10041,377,,"Adventure, Drama, Sci-Fi"
Bannou Bunka Neko-Musume DASH!,1559,5335,3954,,"Action, Comedy, Ecchi, Romance, Sci-Fi"
"Onihei: Sono Otoko, Heizou Hasegawa",170,6696,2159,,"Historical, Seinen"
Sajou no Yumekui Shoujo,35,13648,71,,Music
Bishoujo Yuugi Unit Crane Game Girls,2185,4676,5570,Spring 2016,"Game, Space, Comedy"
Peeping Life,515,6977,1897,Spring 2009,"Slice of Life, Comedy"
"Love Hina: Motoko no Sentaku, Koi ka Ken... ""Naku na""",18417,2091,30563,Summer 2013,"Drama, Romance, Slice of Life"
Potecco Babies (2011),64,11800,159,,Comedy
Keiraku no Houteishiki Level-C,6129,3543,10935,,"Hentai, Drama, Yaoi"
Kodomo no Keijijougaku,382,8977,685,,Fantasy
Nurse Witch Komugi-chan Magikarte Z Special,489,7512,1457,,"Comedy, Parody"
Great Hunt,25,12828,108,Summer 2013,"Comedy, Music"
Akuma-kun,78,9537,497,Spring 1989,"Adventure, Fantasy, Horror, Magic, Supernatural"
UFO Princess Valkyrie 3: Seiresetsu no Hanayome,2424,4738,5398,Summer 2013,"Comedy, Magic, Romance, Sci-Fi"
Acchi Kocchi (TV): Place=Princess,20387,1926,35275,Summer 2013,"Slice of Life, Comedy, Romance, School, Seinen"
Fuuun Ishin Dai☆Shogun,6273,2730,19121,Spring 2014,"Action, Historical, Mecha"
Nagisa,65,12318,132,,Music
Storywriter,69,12380,132,,Music
Sei Michaela Gakuen Hyouryuuki II,184,9064,652,,Hentai
Kumo no Ito (OVA),37,11101,213,,Fantasy
Choujuu Kishin Dancougar: Juusenki-tai Songs,40,11024,221,,"Action, Sci-Fi, Mecha"
Asari-chan,83,10080,366,Winter 1982,"Slice of Life, Comedy, Shoujo"
Mousou Dairinin,76944,419,183839,Winter 2004,"Mystery, Dementia, Police, Psychological, Supernatural, Drama, Thriller"
Dragon Nest: Throne of Elves,416,6374,2514,Summer 2013,"Action, Adventure, Fantasy, Magic"
Tokyo Ghoul:re,36799,327,222347,Spring 2018,"Action, Drama, Horror, Mystery, Psychological, Seinen, Supernatural"
Kushimitama Samurai,20,12074,143,Summer 2013,"Action, Adventure, Drama, Historical, Samurai"
Mono-darake!,2,13840,59,Summer 2014,Kids
New Tokyo Ondo,58,12240,136,,Dementia
Norakuro Nitouhei: Enshuu no Maki,251,9655,467,,Adventure
12-sai.,1995,4033,7997,,"Romance, School, Shoujo"
Wonderful Days,12996,2251,26993,,"Action, Drama, Romance, Sci-Fi"
Fortune Arterial: Akai Yakusoku - Tadoritsuita Basho,11084,2587,21255,,"Harem, Comedy, Romance, Vampire, Fantasy"
Sayonara Zetsubou Sensei Jo: Zoku Zetsubou Shoujo Senshuu,2207,4095,7734,,"Comedy, Parody, School"
Koinaka: Koinaka de Hatsukoi x Nakadashi Sexual Life The Animation,1839,5071,4531,,Hentai
Tokyo Juushouden,405,7875,1223,,"Action, Adventure, Supernatural, Shounen"
Genocyber,5864,2870,17274,,"Action, Sci-Fi, Horror, Psychological, Mecha"
Bungaku Shounen no Yuuutsu,81,11964,149,,"Drama, Music"
Hakyuu Houshin Engi,2280,3314,12933,Winter 2018,"Adventure, Demons, Supernatural, Fantasy, Shounen"
eX-Driver: Nina & Rei Danger Zone,1275,6177,2738,Fall 2011,"Action, Cars, Sci-Fi"
Happiness Charge Precure!,2080,4464,6227,Winter 2014,"Action, Fantasy, Magic, Shoujo"
Shin-chan ga Naita!,13,13190,90,,"Drama, Kids"
Witch Craft Works Specials,1521,4497,6119,,"Magic, Comedy"
Card Wang: Mix Master,353,8411,929,Fall 2005,"Game, Adventure, Fantasy, Shounen"
Kyojin no Hoshi: Dai League Ball,11,11736,163,,"Drama, Sports"
Kyou no 5 no 2 Kagai Jugyou: Mizukake,2393,4852,5064,Fall 2011,"Comedy, Ecchi, School, Seinen"
Tokyo Ghoul √A,452829,41,682668,Winter 2015,"Action, Mystery, Horror, Psychological, Supernatural, Drama, Seinen"
Kokoro Connect,209999,123,398768,Summer 2012,"Slice of Life, Comedy, Supernatural, Drama, Romance, School"
Gyakkyou Burai Kaiji: Ultimate Survivor,70767,555,147559,Fall 2007,"Game, Psychological, Seinen, Thriller"
Tengen Toppa Gurren Lagann Movie 2: Lagann-hen,55073,759,114333,,"Action, Sci-Fi, Space, Super Power, Mecha"
Daruma-chan,8,13616,70,,"Kids, Supernatural"
Tetsujin 28-gou: Tanjou-hen,30,11635,170,Fall 1985,"Adventure, Mecha, Sci-Fi, Shounen"
Seikai no Senki,10481,2537,21959,Spring 2000,"Action, Military, Romance, Sci-Fi, Space"
Sora to Umi no Aida,0,7916,1202,Fall 2018,"Adventure, Space"
Fortissimo Bell,124,10956,229,,Music
Sangokushi,14,12374,129,,"Action, Historical"
Memories Off 2nd,1201,5932,3038,,"Romance, Drama"
Kuruneko: Kurunekobin,48,10860,241,,"Comedy, Slice of Life"
The Impression of First Gundam,195,8573,855,,"Action, Mecha, Military, Sci-Fi, Space"
Detective Conan Movie 22: Zero The Enforcer,79,5189,4279,,"Action, Mystery, Police, Drama"
Oshiete Re: Maid,1436,5287,4055,,Hentai
Soushi Souai: Junai Mellow yori,1277,6022,2922,,Hentai
Ai wa KAT-TUN,841,6973,1898,,Comedy
Black Cat: Toozakaru Neko,7688,2881,17146,,"Action, Sci-Fi, Adventure, Comedy, Super Power, Shounen"
Macross FB7: Ore no Uta wo Kike!,954,5879,3106,,"Action, Mecha, Music, Romance, Sci-Fi"
Himalaya no Hikari no Oukoku,18,12595,118,,"Adventure, Fantasy"
Cherry Blossom (Music),120,11090,216,,Music
Kaijuu,34,13635,70,,Music
Mokke,1901,3652,10211,Fall 2007,"Slice of Life, Supernatural, Mystery"
Kenran Butou Sai: The Mars Daybreak,5889,3020,15500,Spring 2004,"Adventure, Comedy, Mecha, Military, Romance, Sci-Fi, Shounen"
World Fool News (TV) Part II,275,8758,775,Spring 2017,"Slice of Life, Comedy"
Wu Lan Qi Qi Ge,5,13319,85,,"Kids, Historical"
Nobunaga Concerto,13831,1964,34096,Summer 2014,"Comedy, Historical, Romance, Shounen"
Murder Princess,23357,1660,44460,,"Action, Adventure, Fantasy"
Street Fighter II Movie,12155,2796,18162,,"Action, Martial Arts, Shounen"
Katsugeki/Touken Ranbu Movie,0,5124,4424,,"Action, Samurai, Fantasy"
Hen,1239,6119,2802,,"Comedy, Ecchi, Shoujo Ai"
Ore-sama Kingdom,252,6573,2288,,"Romance, Shoujo"
Death Parade,371287,47,647590,Winter 2015,"Game, Mystery, Psychological, Drama, Thriller"
Koneko no Studio,296,9136,624,,Comedy
Shiroi Kiba White Fang Monogatari,92,10016,381,,"Adventure, Historical, Drama"
Kinken Chochiku Shiobara Tasuke,58,11971,150,,Historical
AIKa: Special Trial,2152,4924,4854,,Ecchi
Tactical Roar,2892,4166,7426,Winter 2006,"Comedy, Military, Romance, Sci-Fi"
Uchuu Kazoku Carlvinson,378,8502,887,,"Comedy, Fantasy, Sci-Fi"
Nougyou Musume!,697,7835,1246,,Comedy
Tsubuyaki-tai Specials,8,13892,56,,Comedy
Lupin tai Holmes,63,9701,454,,Mystery
Cook no Polka,83,11652,168,,"Kids, Music"
Precure All Stars Movie: Haru no Carnival♪,624,7435,1512,,"Action, Comedy, Fantasy, Magic, Music, Shoujo"
Bakuon!! OVA,3043,4436,6343,,"Cars, Seinen, Slice of Life, Sports"
Wake Up! Aria: Majokko Virgin Kiki Ippatsu,177,9226,593,,Hentai
Tetsuro no Kanata,38,9893,407,,Adventure
Otome Juurin Yuugi: Maiden Infringement Play,965,5689,3397,,Hentai
One Piece: Mamore! Saigo no Dai Butai,9344,2728,19179,,"Adventure, Comedy, Fantasy, Shounen"
Numa no Taishou,90,11049,221,,"Adventure, Comedy"
Misuzu: Ikenai Koto,761,6913,1950,,Hentai
Heroman,9951,2234,27468,Spring 2010,"Action, Sci-Fi, Shounen"
Seikatsu Shidou!! Anime Edition,1113,6157,2760,,Hentai
Quiz Magic Academy: The Original Animation 2,1933,5246,4135,,"Comedy, Fantasy, Magic, School"
Ochamegami Monogatari: Korokoro Pollon,740,7592,1407,Spring 1982,"Parody, Magic, Comedy"
Chirico,129,10724,259,,Dementia
Marginal Prince: Gekkeiju no Ouji-tachi - Tokyo Merry-Go-Round,187,7971,1170,,"Romance, School, Shounen Ai"
Tanu no Magical Holiday,66,12180,139,,"Music, Kids"
Amon: Devilman Mokushiroku,5954,3451,11684,,"Demons, Horror, Psychological, Supernatural"
Da Zuiba Dudu,19,12108,140,,"Slice of Life, Kids"
Angelique: Seichi yori Ai wo Komete,632,6662,2184,,"Adventure, Comedy, Drama, Fantasy, Romance, Sci-Fi, Shoujo"
Hyaku-nengo no Aru Hi,46,12920,105,,"Military, Sci-Fi, Supernatural"
Ginga Tetsudou 999: Hoshizora wa Time Machine,97,9334,554,,"Drama, Sci-Fi"
Naniwabushi Daisuki,6,13370,82,,"Historical, Drama, Sports"
